name_store;city_store;address_store;timestamp;article;barcode;name;drink_type;price;old_price;date_discount;available;weight;strenght;fatness;pack;country;brand;manufacturer;url;url_img
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:26.228671;121509;;Michter's US*1 Rye Whiskey;Виски;8290;8290;;True;;42;;1;Соединенные Штаты Америки;Michter's Distillery;Michter's Distillery;https://simplewine.ru/catalog/product/michter_s_distillery_michter_s_us_1_rye_whiskey_07/;https://simplewine.ru/upload/iblock/55a/viski-michter-s-us-1-rye-whiskey_3.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:27.606501;106922;;Olmeca Altos Reposado;Текила;2990;2990;;True;;38;;1;Мексика;Olmeca;Olmeca;https://simplewine.ru/catalog/product/olmeka_altos_reposado_07/;https://simplewine.ru/upload/iblock/e54/e54d4e1997bc8f8b8abcdc9d8e70e7f7.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:29.142988;108943;;Aberlour Aged 16 Years Double Cask Matured;Виски;7990;7990;;True;;40;;1;Шотландия;Aberlour;Aberlour;https://simplewine.ru/catalog/product/aberlour_aberlour_aged_16_years_double_cask_matured_07_gift/;https://simplewine.ru/upload/iblock/051/0517a8371dc3f2714957cf0c3fcf06e2.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:30.518975;109033;;Jameson Black Barrel;Виски;3190;3190;;True;;40;;1;Ирландия;Jameson;Jameson;https://simplewine.ru/catalog/product/jameson_black_barrel_07_gift/;https://simplewine.ru/upload/iblock/304/304bb50e228a6fbd5ab177bc31ca95af.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:31.898502;110386;;Havana Club 3 Anos;Ром;1690;1690;;True;;40;;1;Куба;Havana Club;Havana Club;https://simplewine.ru/catalog/product/havana_club_3_anos_07/;https://simplewine.ru/upload/iblock/0d3/0d3e1b5f48477fc1398b26bb7c3573e1.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:33.335293;110541;;The Glenlivet  Aged 12 Years;Виски;4490;4490;;True;;40;;1;Шотландия;Glenlivet;Glenlivet;https://simplewine.ru/catalog/product/the_glenlivet_aged_12_years_07_gift/;https://simplewine.ru/upload/iblock/408/408c05f05064d9291fa61de943ee78d9.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:34.768355;120725;;Cardhu Aged 12 Years Old;Виски;4790;4790;;True;;40;;1;Шотландия;Cardhu;Cardhu;https://simplewine.ru/catalog/product/kardu_aged_12_07/;https://simplewine.ru/upload/iblock/60f/60f0c073c98b6181ab36e6dc5c23aa8d.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:37.196451;124043;;Singleton 12 Years;Виски;3690;3690;;True;;40;;1;Шотландия;Singleton;Singleton;https://simplewine.ru/catalog/product/singlton_12_07/;https://simplewine.ru/upload/iblock/e20/e201476a15af02a209edd59d6682a19a.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:38.703852;132233;;Bas-Armagnac Darroze Unique Collection Domaine de Bernadotte a Parleboscq ;Арманьяк;37490;37490;;True;;48;;1;Франция;Darroze;Darroze;https://simplewine.ru/catalog/product/darroze_bas_armagnac_darroze_unique_collection_domaine_de_bernadotte_a_parleboscq_1973_1973_07_gift_132233/;https://simplewine.ru/upload/iblock/d7a/d7a98c3fa032f935b27498030bea3233.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:40.602547;124164;;Singleton 15 Years;Виски;5390;5390;;True;;40;;1;Шотландия;Singleton;Singleton;https://simplewine.ru/catalog/product/singlton_15_07/;https://simplewine.ru/upload/iblock/63b/63b873d686d082219aeb0f990f3129dc.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:42.109698;132234;;Bas-Armagnac Darroze Unique Collection Domaine de Laburthe a Lacquy;Арманьяк;28990;28990;;True;;48;;1;Франция;Darroze;Darroze;https://simplewine.ru/catalog/product/darroze_bas_armagnac_darroze_unique_collection_domaine_de_laburthe_a_lacquy_1980_1980_07_gift_132234/;https://simplewine.ru/upload/iblock/6da/6daf5fa0b308e101df1758145aaaf20d.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:43.880222;124192;;Singleton 18 Years;Виски;8990;8990;;True;;40;;1;Шотландия;Singleton;Singleton;https://simplewine.ru/catalog/product/singlton_18_07/;https://simplewine.ru/upload/iblock/087/0872a2ddd3e7d64d5ad4ceed5b9abba5.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:45.615461;125632;;Singleton Malt Master's Selection;Виски;2990;2990;;True;;40;;1;Шотландия;Singleton;Singleton;https://simplewine.ru/catalog/product/singlton_of_dufftown_malts_masters_selection_07/;https://simplewine.ru/upload/iblock/1b5/1b52c714ff10c99aae38766f43109fb5.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:47.149861;124248;;Chivas Regal XV 15 Years Old;Виски;5990;5990;;True;;40;;1;Соединенное Королевство;Chivas Brothers;Chivas Brothers;https://simplewine.ru/catalog/product/chivas_brothers_chivas_regal_xv_15_years_old_07/;https://simplewine.ru/upload/iblock/768/7685118ef48965f81c3f4a97ed24bbe3.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:48.480557;124249;;The Glenlivet Aged 15 Years;Виски;7290;7290;;True;;40;;1;Шотландия;Glenlivet;Glenlivet;https://simplewine.ru/catalog/product/the_glenlivet_aged_15_years_07/;https://simplewine.ru/upload/iblock/f8e/f8e1434d6a3041357603af78274850d8.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:49.913515;124255;;Chivas Regal The Icon;Виски;229990;229990;;True;;43;;1;Соединенное Королевство;Chivas Brothers;Chivas Brothers;https://simplewine.ru/catalog/product/chivas_brothers_regal_the_icon_07/;https://simplewine.ru/upload/iblock/dd6/dd6f3ac98da8fe47ea6473baa8885756.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:51.343030;124256;;Monkey 47 Schwarzwald Dry Gin;Джин;6290;6290;;True;;47;;1;Германия;Monkey 47;Monkey 47;https://simplewine.ru/catalog/product/monkey_47_schwarzwald_dry_gin_05/;https://simplewine.ru/upload/iblock/ac6/ac65ed61dfc43984b87cacd17f3bfcc2.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:52.676784;124613;;Chivas Regal Mizunara;Виски;6490;6490;;True;;40;;1;Соединенное Королевство;Chivas Brothers;Chivas Brothers;https://simplewine.ru/catalog/product/chivas_brothers_chivas_regal_mizunara_07/;https://simplewine.ru/upload/iblock/00e/00ed0c6b62975649852f57b6fb1e9752.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:54.031961;131899;;Darroze Unique Collection Chateau de Gaube;Арманьяк;66490;66490;;True;;43;;1;Франция;Darroze;Darroze;https://simplewine.ru/catalog/product/darroze_darroze_unique_collection_chateau_de_gaube_1964_year_1964_07_gift_131899/;https://simplewine.ru/upload/iblock/097/097903f27cfc04eb848a0fee3686cd55.jpg
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:55.429542;124619;;Havana Club Especial;Ром;1790;1790;;True;;40;;1;Куба;Havana Club;Havana Club;https://simplewine.ru/catalog/product/havana_club_especial_07_1/;https://simplewine.ru/upload/iblock/250/2508bfa38b4845ecbf2efa4f7410a9c0.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:56.764741;124622;;Beefeater Pink Gin;Джин;1999;1999;;True;;37;;1;Соединенное Королевство;Beefeater;Beefeater;https://simplewine.ru/catalog/product/beefeater_pink_gin_07/;https://simplewine.ru/upload/iblock/0c7/0c7eb13a4ffd2d06640cc22e8e27074c.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:58.195842;101014;;Ballantine's Finest;Виски;1990;1990;;True;;40;;1;Шотландия;Ballantine's;Ballantine's;https://simplewine.ru/catalog/product/ballantines_finest_07_gift/;https://simplewine.ru/upload/iblock/440/44085f4c6e0f15a4a021552d027710ca.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:23:59.627629;124624;;Beefeater London Dry Gin;Джин;1999;1999;;True;;40;;1;Соединенное Королевство;Beefeater;Beefeater;https://simplewine.ru/catalog/product/beefeater_london_dry_gin_07_1/;https://simplewine.ru/upload/iblock/078/0784ed0d47201af0dc9d5fd28a766b91.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:01.059244;119537;;Chivas Regal 18 Years Old;Виски;6990;6990;;True;;40;;1;Соединенное Королевство;Chivas Brothers;Chivas Brothers;https://simplewine.ru/catalog/product/chivas_rigal_18_let_p_up_07/;https://simplewine.ru/upload/iblock/7bc/7bca51fe1cf1b2169e061681c9ebdf46.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:02.490699;124839;;The Glenlivet Founder's Reserve;Виски;3690;3690;;True;;40;;1;Шотландия;Glenlivet;Glenlivet;https://simplewine.ru/catalog/product/glenlivet_faunder_rezerv_07/;https://simplewine.ru/upload/iblock/aa0/aa04527163bfb45c079efe399476f571.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:03.921757;120717;;Johnnie Walker Blue Label;Виски;17890;17890;;True;;40;;1;Соединенное Королевство;Johnnie Walker;Johnnie Walker;https://simplewine.ru/catalog/product/johnnie_walker_blue_label_07/;https://simplewine.ru/upload/iblock/3dd/3ddd8d079760d1178ba7cd3671a0f62f.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:05.353784;120591;;Martell VSOP;Коньяк;4690;4690;;True;;40;;1;Франция;Martell;Martell;https://simplewine.ru/catalog/product/martel_vsop_07/;https://simplewine.ru/upload/iblock/637/637a641828d33c683e043ca8481216da.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:06.787738;124623;;Beefeater Blood Orange Gin;Джин;1999;1999;;True;;37;;1;Соединенное Королевство;Beefeater;Beefeater;https://simplewine.ru/catalog/product/beefeater_blood_orange_gin_07/;https://simplewine.ru/upload/iblock/8ce/8cee4e92e3d4d85621e979abbe4a972a.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:08.694026;124838;;Bulleit Bourbon;Виски;2390;2390;;True;;45;;1;Соединенные Штаты Америки;Bulleit;Bulleit;https://simplewine.ru/catalog/product/bullet_burbon_07_1/;https://simplewine.ru/upload/iblock/e21/e21c002d9449299939399f89ef6a5514.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:10.482769;124841;;Talisker 10 Years;Виски;5290;5290;;True;;45;;1;Шотландия;Talisker;Talisker;https://simplewine.ru/catalog/product/talisker_10_07/;https://simplewine.ru/upload/iblock/86d/86d5a49931177df524cc290c2e9ea05a.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:12.093221;124842;;Mortlach 12 Years Old;Виски;5790;5790;;True;;43;;1;Шотландия;Mortlach;Mortlach;https://simplewine.ru/catalog/product/mortlach_12_07/;https://simplewine.ru/upload/iblock/8b8/8b82563fade1eff361d6438ee466c9a1.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:13.989784;124843;;Dalwhinnie Aged 15 Years Old;Виски;7790;7790;;True;;43;;1;Соединенное Королевство;Dalwhinnie;Dalwhinnie;https://simplewine.ru/catalog/product/viski_dalvini_15_let_07/;https://simplewine.ru/upload/iblock/507/50768bb4bc9f86cb4d5d7bffcfd47d13.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:15.374357;124845;;Ballantine's Aged 30 Years Old;Виски;40590;40590;;True;;40;;1;Соединенное Королевство;Ballantine's;Ballantine's;https://simplewine.ru/catalog/product/balantayns_aged_30_let_07/;https://simplewine.ru/upload/iblock/e7b/e7bffe2bc5bbe8fa6e903a80cf5e4d7b.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:16.805581;124846;;Remy Martin 1738;Коньяк;6490;6490;;True;;40;;1;Франция;Remy Martin;Remy Martin;https://simplewine.ru/catalog/product/remi_martan_vsop_40_1738_07/;https://simplewine.ru/upload/iblock/41c/41c98c3ff64ce7922b8650256013c717.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:18.238499;124849;;Martell Cohiba;Коньяк;35390;35390;;True;;43;;1;Франция;Martell;Martell;https://simplewine.ru/catalog/product/martell_cohiba_40_p_k_07_1/;https://simplewine.ru/upload/iblock/f08/f086dda3b01bd0350a54bb2562536220.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:19.669389;75434;;Martell XO;Коньяк;17490;17490;;True;;40;;1;Франция;Martell;Martell;https://simplewine.ru/catalog/product/martel_xo_07_gift/;https://simplewine.ru/upload/iblock/2ae/2aefd06127bfbf2db9cd38d8c07206ef.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:21.540005;86879;;Baileys;Ликер;1490;1490;;True;;17;;1;Ирландия;Baileys;Baileys;https://simplewine.ru/catalog/product/liker_beylis_07/;https://simplewine.ru/upload/iblock/5a6/5a6b527d82c1a96b15fdf03cba79d8b1.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:22.968070;124855;;Olmeca Blanco;Текила;1999;1999;;True;;38;;1;Мексика;Olmeca;Olmeca;https://simplewine.ru/catalog/product/olmeka_blanko_07/;https://simplewine.ru/upload/iblock/d52/d52c386f54ab130570fdf32dc9605fc7.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:24.440840;129582;;Царь Тигран 12 лет выдержки;Бренди;3190;3190;;True;;40;;1;Армения;Царь Тигран;Царь Тигран;https://simplewine.ru/catalog/product/___12__05_gift_129582/;https://simplewine.ru/upload/iblock/3d9/3d9d348503a379542baa18ba0d1623ab.jpg
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:25.894122;121857;;Umenishiki Ayame 25;Сетю;2890;2890;;True;;25;;1;Япония;Umenishiki Yamakawa;Umenishiki Yamakawa;https://simplewine.ru/catalog/product/umenishiki_yamakawa_umenishiki_ayame_25_072_2/;https://simplewine.ru/upload/iblock/8d4/sake-umenishiki-ayame-25_4.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:27.264132;124382;;Онегин;Водка;3990;3990;;True;;40;;1;Россия;Онегин;Онегин;https://simplewine.ru/catalog/product/___1_5__15_124382/;https://simplewine.ru/upload/iblock/9fe/9fe0cfd59be02b13a3efae21be6f5615.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:28.698716;93905;;Набор Хайн Винтаж №3;;54990;54990;;True;;;;1;Франция;Thomas Hine;Thomas Hine;https://simplewine.ru/catalog/product/nabor_hayn_vintaj_3_020000000000000001/;https://simplewine.ru/upload/iblock/783/konyak-nabor-khayn-vintazh-3_1.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:30.129492;121820;;Hakushika Snow Beauty Nigori;Саке;1490;1490;;True;;14;;1;Япония;Hakushika Tatsuuma Honke Shuzo;Hakushika Tatsuuma Honke Shuzo;https://simplewine.ru/catalog/product/hakushika_tatsuuma_honke_shuzo_hakushika_snow_beauty_nigori_03_1/;https://simplewine.ru/upload/iblock/5bb/sake-hakushika-snow-beauty-nigori_3.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:31.469986;121837;;Junmai Daiginjo Horin;Саке;6990;6990;;True;;16;;1;Япония;Gekkeikan;Gekkeikan;https://simplewine.ru/catalog/product/gekkeikan_junmai_daiginjo_horin_072_gift/;https://simplewine.ru/upload/iblock/ae4/sake-junmai-daiginjo-horin_3.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:33.075578;121865;;Umenishiki Hime no Ai Tenmi;Саке;12490;12490;;True;;15;;1;Япония;Umenishiki Yamakawa;Umenishiki Yamakawa;https://simplewine.ru/catalog/product/umenishiki_yamakawa_umenishiki_hime_no_ai_tenmi_075_4/;https://simplewine.ru/upload/iblock/d7d/sake-umenishiki-hime-no-ai-tenmi_3.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:34.524285;109412;;The Irishman Single Malt;Виски;6190;6190;;True;;40;;1;Ирландия;The Irishman;The Irishman;https://simplewine.ru/catalog/product/the_irishman_the_irishman_single_malt_07_gift_109412/;https://simplewine.ru/upload/iblock/292/29220d907e051bc9e2d5c24ba1f4638c.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:35.968338;109413;;The Irishman 12 YO Single Malt;Виски;9990;9990;;True;;43;;1;Ирландия;The Irishman;The Irishman;https://simplewine.ru/catalog/product/the_irishman_the_irishman_12_yo_single_malt_07_gift_109413/;https://simplewine.ru/upload/iblock/7a0/7a0285d6abec2954dae4ba8104207da2.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:37.418852;106069;;Angostura 1919;Ром;5490;5490;;True;;40;;1;Тринидад и Тобаго;Angostura;Angostura;https://simplewine.ru/catalog/product/angostura_1919_07_4/;https://simplewine.ru/upload/iblock/fbc/rom-angostura-1919_3.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:39.233674;126713;;The Glenlivet Nadurra Oloroso;Виски;7690;7690;;True;;60;;1;Шотландия;Glenlivet;Glenlivet;https://simplewine.ru/catalog/product/glenlivet_nadurra_oloroso_matured_07_gift_1/;https://simplewine.ru/upload/iblock/3cb/3cb267c6d7faf36e4c6d337c383e1af0.jpg
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:41.688635;122049;;Ledaig Aged 18 Years;Виски;25990;25990;;True;;46;;1;Шотландия;Ledaig;Ledaig;https://simplewine.ru/catalog/product/ledaig_ledaig_aged_18_years_07/;https://simplewine.ru/upload/iblock/236/2360712a93ce4744fb822c2a3f7f0f3c.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:43.051220;122330;;Boulard VSOP Rye Cask Finish;Кальвадос;7490;7490;;True;;40;;1;Франция;Boulard;Boulard;https://simplewine.ru/catalog/product/boulard_vsop_rye_cask_finish_calvados_pays_d_auge_07_122330/;https://simplewine.ru/upload/iblock/0e6/0e6cfe652c97b5d26342bb14379f44ab.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:44.521792;122474;;Tamdhu Aged 12 Years;Виски;7990;7990;;True;;43;;1;Шотландия;Tamdhu;Tamdhu;https://simplewine.ru/catalog/product/tamdhu_tamdhu_aged_12_years_07/;https://simplewine.ru/upload/iblock/262/viski-tamdhu-aged-12-years_3.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:46.003913;122475;;Tamdhu Aged 15 Years;Виски;15490;15490;;True;;46;;1;Шотландия;Tamdhu;Tamdhu;https://simplewine.ru/catalog/product/tamdhu_tamdhu_aged_15_years_07/;https://simplewine.ru/upload/iblock/733/viski-tamdhu-aged-15-years_5.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:47.382110;104706;;Bas-Armagnac Darroze Les Grands Assemblages 20 Ans d'Age;Арманьяк;1540;1540;;True;;43;;1;Франция;Darroze;Darroze;https://simplewine.ru/catalog/product/darroze_003_2/;https://simplewine.ru/upload/iblock/909/9090c50850d38e859952f6f46d1fdcc9.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:48.777297;124961;;Онегин;;260;260;;True;;40;;1;Россия;Онегин;Онегин;https://simplewine.ru/catalog/product/onegin_onegin_0_05_005/;https://simplewine.ru/upload/iblock/b6c/b6cd95d03418007e2e9f7565b681c4f1.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:50.189331;125634;;Mortlach 16 Years Old;Виски;9900;9900;;True;;43;;1;Шотландия;Mortlach;Mortlach;https://simplewine.ru/catalog/product/mortlach_mortlach_16_years_old_07_gift/;https://simplewine.ru/upload/iblock/2ac/2ac3f3489001b359df7a2d15cbfc7633.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:51.517108;126751;;Olmeca Dark Chocolate;Ликер;1590;1590;;True;;35;;1;Мексика;Olmeca;Olmeca;https://simplewine.ru/catalog/product/olmeca_dark_chocolate_07/;https://simplewine.ru/upload/iblock/37a/37a917a227ab45769059387b170e2725.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:53.052347;126752;;Jameson Stout Edition;Виски;2990;2990;;True;;40;;1;Ирландия;Jameson;Jameson;https://simplewine.ru/catalog/product/jameson_stout_editionjameson_07_gift_1/;https://simplewine.ru/upload/iblock/efb/efb36f9346ca7e3d4d13e4cd7ef367a5.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:55.481510;122660;;Ron Calados Caribbean Spiced;Ром;1590;1590;;True;;35;;1;Соединенное Королевство;Burlington Drinks Company;Burlington Drinks Company;https://simplewine.ru/catalog/product/burlington_drinks_company_ron_calados_caribbean_spiced_07_122660/;https://simplewine.ru/upload/iblock/bd6/bd6359fa381f8c6a3285c1cb223b89db.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:56.889770;122661;;South Bank Pink Gin;Джин;1540;1540;;True;;37;;1;Соединенное Королевство;Burlington Drinks Company;Burlington Drinks Company;https://simplewine.ru/catalog/product/burlington_drinks_company_south_bank_pink_gin_07_122661/;https://simplewine.ru/upload/iblock/6f1/6f1e51c66a7919ce88482058d8666ded.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:24:58.578682;126819;;Drumshanbo Gunpowder Irish Gin;Джин;4790;4790;;True;;43;;1;Ирландия;;;https://simplewine.ru/catalog/product/drumshanbo_gunpowder_irish_gin_07_gift_126819/;https://simplewine.ru/upload/iblock/fdc/fdce930f4bd7b60dc02a4a20dd8b8d4a.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:25:00.113621;110234;;Il Moscato di Nonino;Граппа;2340;2340;;True;;41;;1;Италия;Nonino;Nonino;https://simplewine.ru/catalog/product/nonino_il_moscato_di_nonino_01/;https://simplewine.ru/upload/iblock/2a4/grappa-il-moscato-di-nonino_3.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:25:01.331213;110238;;Quintessentia Amaro;Ликер;1040;1040;;True;;35;;1;Италия;Nonino;Nonino;https://simplewine.ru/catalog/product/nonino_quintessentia_amaro_005/;https://simplewine.ru/upload/iblock/448/liker-quintessentia-amaro_13.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:25:02.759285;110239;;Quintessentia Amaro;Ликер;1990;1990;;True;;35;;1;Италия;Nonino;Nonino;https://simplewine.ru/catalog/product/nonino_quintessentia_amaro_01_1/;https://simplewine.ru/upload/iblock/115/liker-quintessentia-amaro_15.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:25:04.047329;126826;;Drumshanbo Gunpowder Irish Gin;Джин;4990;4990;;True;;43;;1;Ирландия;;;https://simplewine.ru/catalog/product/drumshanbo_gunpowder_irish_gin_07_gift_126826/;https://simplewine.ru/upload/iblock/744/74437c88470ac4e7302a0b530f2cbe0c.png
Винотека Wine & Whiskey by Simple (Обнинск);Обнинск;пр-кт.Ленина,дом137,корп.4,пом.7.;2022-02-12 16:25:05.435459;110241;;Grappa Monovitigno Il Merlot di Nonino;Граппа;2340;2340;;True;;41;;1;Италия;Nonino;Nonino;https://simplewine.ru/catalog/product/nonino_grappa_monovitigno_il_merlot_di_nonino_01/;https://simplewine.ru/upload/iblock/f73/grappa-grappa-monovitigno-il-merlot-di-nonino_3.png
